age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,Interests,Looking for,Language
30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,<=50K,food,things to do,Bengali
41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,games,advice,Russian
65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,14308,0,60,United-States,>50K,food,advice,Bari
36,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,pets,forum,English
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K,basketball,things to do,Russian
36,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,games,things to do,Belarussian
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,football,things to do,English
33,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,cooking,advice,Pashto
38,State-gov,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,art,things to do,Belarussian
64,Private,*,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,16,United-States,<=50K,cooking,market place,Bari
40,Private,Some-college,Divorced,Tech-support,Not-in-family,*,Male,0,0,30,*,>50K,tours,meet people,Bari
21,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,football,hangouts,Bari
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,tours,hangouts,Ukranian
60,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,football,hangouts,Bari
18,Private,11th,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,languages,hangouts,Bengali
40,nan,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,community,hangouts,Arabics
54,Private,*,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,54,United-States,>50K,tours,market place,Dari
31,Private,Assoc-voc,Separated,Exec-managerial,Unmarried,*,Female,31843,0,50,United-States,>50K,tours,advice,Russian
53,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,food,forum,Bengali
18,nan,11th,Never-married,nan,Own-child,White,Female,0,0,10,United-States,<=50K,music,advice,Hindi
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,football,advice,Spanish
21,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,3304,0,40,United-States,<=50K,languages,forum,Spanish
37,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K,games,market place,Bengali
42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,cooking,hangouts,Ukranian
50,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,35,United-States,>50K,art,meet people,Bengali
40,nan,Bachelors,Never-married,nan,Own-child,White,Female,0,0,40,United-States,<=50K,community,forum,Hindi
48,Local-gov,Assoc-voc,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,music,forum,Somali
29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,games,market place,Russian
42,Self-emp-inc,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,basketball,hangouts,Hindi
25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,literature,meet people,English
38,Private,HS-grad,Never-married,Sales,Wife,White,Female,0,0,54,United-States,<=50K,coding,forum,Hindi
44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,music,advice,Hindi
24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,art,forum,Pashto
24,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,games,hangouts,Tamil
44,nan,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,35,United-States,>50K,music,forum,Somali
33,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,3461,0,40,nan,<=50K,pets,things to do,Tamil
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,music,forum,Somali
48,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K,tours,hangouts,Tamil
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,basketball,things to do,Belarussian
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,5807,0,40,United-States,>50K,games,meet people,Russian
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,music,things to do,Hindi
36,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,*,<=50K,music,advice,Somali
36,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,football,things to do,Spanish
36,State-gov,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K,football,hangouts,Spanish
60,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,art,forum,English
31,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States,<=50K,art,market place,English
31,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,literature,meet people,Arabics
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,basketball,market place,Arabics
20,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,45,United-States,<=50K,coding,hangouts,Bari
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,literature,things to do,English
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,*,>50K,languages,meet people,Hindi
18,nan,Assoc-acdm,Never-married,nan,Own-child,White,Female,0,0,25,United-States,<=50K,games,advice,Pashto
30,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,cooking,forum,Tamil
20,Private,Some-college,Separated,Exec-managerial,Own-child,White,Female,0,0,20,United-States,<=50K,literature,meet people,Arabics
44,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,community,meet people,Pashto
37,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K,community,forum,English
18,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,pets,advice,Belarussian
51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,3757,0,50,United-States,>50K,cooking,things to do,Bengali
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,2941,0,65,United-States,<=50K,music,meet people,Russian
25,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K,art,hangouts,Bari
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,48,United-States,<=50K,tours,forum,Ukranian
62,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,>50K,community,meet people,Bari
66,nan,*,Married-civ-spouse,nan,Husband,White,Male,0,0,40,United-States,<=50K,art,hangouts,Ukranian
53,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,football,hangouts,Belarussian
35,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,*,Male,0,0,40,United-States,>50K,literature,market place,Belarussian
28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,art,meet people,Somali
22,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,99999,0,40,*,>50K,football,things to do,Bari
35,Private,Some-college,Never-married,Machine-op-inspct,Wife,White,Male,0,1974,40,United-States,<=50K,pets,meet people,Spanish
35,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K,games,meet people,Spanish
48,Local-gov,Some-college,Never-married,Prof-specialty,Wife,White,Female,0,0,61,United-States,>50K,tours,hangouts,Hindi
44,Self-emp-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,games,things to do,English
36,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,1793,40,United-States,<=50K,art,meet people,Bari
33,Private,*,Divorced,Handlers-cleaners,Not-in-family,White,Male,2435,0,35,United-States,<=50K,literature,forum,Tamil
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,literature,forum,Russian
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,*,Male,0,0,40,United-States,>50K,football,things to do,Somali
25,Private,11th,Separated,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,cooking,things to do,Bengali
46,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,music,forum,English
58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,tours,market place,Belarussian
47,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,30,United-States,<=50K,cooking,advice,Dari
17,Private,10th,Never-married,Other-service,Own-child,White,Male,0,0,30,*,<=50K,basketball,things to do,Belarussian
56,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,football,market place,Arabics
60,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,35,*,<=50K,pets,meet people,Tamil
37,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,food,hangouts,Hindi
31,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K,pets,forum,Belarussian
73,Private,HS-grad,Divorced,*,Not-in-family,Black,Male,0,0,1,United-States,<=50K,coding,advice,Pashto
23,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K,cooking,meet people,Ukranian
48,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K,food,things to do,Arabics
37,Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,food,meet people,Ukranian
28,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,food,hangouts,English
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,<=50K,games,things to do,Arabics
22,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,cooking,forum,Ukranian
40,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K,music,forum,Russian
41,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,community,hangouts,Somali
51,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,*,>50K,coding,things to do,Spanish
48,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,community,meet people,English
24,Private,Bachelors,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,community,market place,Pashto
32,nan,11th,Separated,nan,Wife,White,Female,0,0,1,United-States,<=50K,pets,hangouts,Belarussian
34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,art,advice,Somali
41,Local-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,languages,market place,Hindi
51,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,2462,40,United-States,>50K,literature,meet people,Bengali
32,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,tours,forum,Ukranian
53,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,4253,0,40,United-States,<=50K,football,hangouts,Tamil
41,Local-gov,11th,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,games,meet people,Bengali
62,Federal-gov,Some-college,Widowed,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K,coding,things to do,Bengali
56,Self-emp-not-inc,*,Widowed,Other-service,Unmarried,White,Female,0,0,65,*,>50K,basketball,forum,Pashto
58,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,music,advice,Somali
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,tours,hangouts,Ukranian
40,Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,0,1887,46,United-States,<=50K,music,things to do,Bari
25,Private,Bachelors,Never-married,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,tours,hangouts,Hindi
23,Private,HS-grad,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K,languages,meet people,Ukranian
41,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,music,meet people,Dari
44,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,coding,hangouts,Belarussian
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,football,market place,Pashto
43,Federal-gov,Assoc-acdm,Separated,Prof-specialty,Not-in-family,White,Female,10593,0,40,United-States,>50K,coding,things to do,English
41,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,0,6,Mexico,<=50K,basketball,market place,Pashto
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,coding,forum,Russian
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K,literature,forum,Bengali
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,pets,meet people,Russian
39,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,basketball,things to do,Russian
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,games,market place,Ukranian
24,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,community,meet people,Russian
31,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,cooking,forum,Ukranian
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,cooking,hangouts,Pashto
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,coding,things to do,Russian
39,Private,*,Never-married,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K,literature,advice,Hindi
54,Private,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,tours,forum,Spanish
17,nan,10th,Never-married,nan,Own-child,White,Male,0,0,40,United-States,<=50K,art,things to do,Belarussian
22,State-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,music,market place,Ukranian
22,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K,football,market place,Ukranian
26,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K,games,things to do,Russian
28,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,community,market place,Russian
36,Private,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,pets,advice,Arabics
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K,languages,forum,Bengali
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,community,meet people,Pashto
34,Private,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K,basketball,forum,Belarussian
69,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,*,Male,99999,0,40,United-States,>50K,basketball,advice,Somali
41,Private,Bachelors,Divorced,Transport-moving,Unmarried,Black,Male,5225,0,40,United-States,<=50K,languages,hangouts,Somali
29,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,food,meet people,Bengali
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K,basketball,things to do,Russian
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K,music,things to do,Spanish
50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,literature,advice,Hindi
62,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,coding,meet people,Russian
